ACCT_NBR,CUST_ID,CANCEL_NO_CONTACT,IS_DIGITAL,ACCT_OPEN_DT,AUM_AMT,DATE_OF_BIRTH,YEARLYINCOMELEVEL,CNTY_CD,TXN_COUNT,TXN_AMT_SUM,TXN_AMT_MEAN,EB_CHECK_SUM,MB_CHECK_SUM,IP_RATE,UUID_RATE,VIRTUAL_ID,DRCR_OUT,DRCR_IN,TX_TIME,CHANNEL_CODE,TRN_CODE,Y
ACCT3654,ID3427,0,0,9513,248923,81,126.0,12.0,2,938,469.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,10,6,0
ACCT3655,ID3428,0,1,16248,262963,42,25.0,12.0,36,2039797,56661.02777777778,0.0,2.5277777777777777,0.7222222222222222,0.027777777777777776,34.0,18.0,18.0,21.0,13,42,0
ACCT3656,ID3429,0,1,16660,615850,36,25.0,12.0,6,35208,5868.0,0.0,0.5,0.16666666666666666,0.0,3.0,2.0,4.0,1.0,15,12,0
ACCT3658,ID3431,0,1,16661,0,48,126.0,12.0,5,154639,30927.8,0.0,0.6,0.6,0.0,5.0,2.0,3.0,4.0,15,15,0
ACCT3659,ID3432,0,1,17906,100081,44,126.0,12.0,1,418,418.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT366,ID341,0,0,16482,1369664,57,,12.0,1,1066,1066.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3660,ID3433,0,1,16443,267914,36,25.0,12.0,6,28813,4802.166666666667,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,4.0,4.0,2.0,,17,15,0
ACCT3661,ID3434,0,1,16000,93626,29,25.0,12.0,5,150274,30054.8,0.0,0.6,0.4,0.0,5.0,2.0,3.0,1.0,17,25,0
ACCT3662,ID3435,0,1,17642,30841,23,25.0,12.0,6,42527,7087.833333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,6.0,3.0,3.0,,17,25,0
ACCT3663,ID3436,0,1,17726,53,50,126.0,12.0,1,8003,8003.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT3664,ID3437,0,0,8973,1033009,55,126.0,12.0,4,3740,935.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,17,6,0
ACCT3665,ID3438,0,0,8924,49594,51,,12.0,2,23503,11751.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,10,6,0
ACCT3666,ID3439,0,1,16000,31303,31,25.0,12.0,1,3246,3246.0,0.0,0.0,1.0,0.0,1.0,1.0,,,16,20,0
ACCT3667,ID3440,0,1,17906,29,26,126.0,12.0,2,28530,14265.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,9,15,0
ACCT3668,ID3441,0,1,16115,4112,40,126.0,12.0,2,21100,10550.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT3669,ID3442,0,1,17726,102811,16,25.0,12.0,12,14864,1238.6666666666667,0.0,0.5,0.08333333333333333,0.0,12.0,9.0,3.0,5.0,16,47,0
ACCT367,ID342,0,0,15888,45,44,126.0,12.0,9,13870,1541.111111111111,0.0,1.2222222222222223,0.3333333333333333,0.0,9.0,4.0,5.0,,17,27,0
ACCT3671,ID3444,0,0,10366,99760,26,25.0,,1,328,328.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3672,ID3445,0,1,17298,17483,25,25.0,12.0,7,4854,693.4285714285714,0.0,0.5714285714285714,0.0,0.0,7.0,5.0,2.0,4.0,16,47,0
ACCT3673,ID3446,0,0,8261,74,49,126.0,12.0,1,3,3.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3674,ID3447,0,1,17726,53871,29,126.0,12.0,9,120570,13396.666666666666,0.0,2.5555555555555554,0.1111111111111111,0.4444444444444444,5.0,7.0,2.0,2.0,18,15,0
ACCT3675,ID3448,0,0,17088,3204376,18,25.0,12.0,1,85,85.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3676,ID3448,0,0,17240,3204376,18,25.0,12.0,1,142,142.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3678,ID3450,0,1,15657,56041,39,126.0,12.0,2,30890,15445.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT3679,ID3451,0,0,9198,1598382,39,,12.0,8,79110,9888.75,0.0,0.0,0.0,0.0,8.0,3.0,5.0,3.0,17,30,0
ACCT368,ID343,0,0,10546,1172629,28,25.0,12.0,8,14517,1814.625,0.0,0.0,0.0,0.0,7.0,5.0,3.0,1.0,17,29,0
ACCT3680,ID3452,0,0,15628,10761,70,25.0,12.0,3,13716,4572.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,,10,6,0
ACCT3681,ID3453,0,1,16115,417565,43,25.0,12.0,4,21281,5320.25,0.0,2.0,0.0,0.0,4.0,3.0,1.0,3.0,16,43,0
ACCT3682,ID3454,0,1,18015,747165,33,126.0,12.0,6,422,70.33333333333333,0.0,1.8333333333333333,0.16666666666666666,0.5,6.0,6.0,,1.0,19,15,0
ACCT3683,ID3455,0,1,17725,84830,24,25.0,12.0,3,877,292.3333333333333,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,16,47,0
ACCT3684,ID3456,0,1,16525,33180,29,25.0,12.0,4,4536,1134.0,0.0,0.25,0.0,0.0,4.0,4.0,,,19,15,0
ACCT3685,ID3457,1,0,13864,88,33,25.0,12.0,1,11,11.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,1
ACCT3686,ID3458,0,1,16660,8685,38,126.0,12.0,1,145,145.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT3689,ID3461,0,1,15657,380,39,126.0,12.0,3,57905,19301.666666666668,0.0,0.6666666666666666,0.6666666666666666,0.0,3.0,2.0,1.0,,16,20,0
ACCT369,ID344,0,0,18213,11589,20,25.0,12.0,2,6675,3337.5,0.0,0.0,1.0,0.0,2.0,,2.0,,11,11,0
ACCT3690,ID3462,0,1,18009,14338,20,25.0,12.0,4,8845,2211.25,0.0,0.0,0.0,0.0,4.0,4.0,,2.0,16,30,0
ACCT3691,ID3463,0,0,15880,2841631,59,25.0,12.0,6,1660518,276753.0,0.0,0.5,0.5,0.0,5.0,1.0,5.0,,17,24,0
ACCT3692,ID3464,0,0,18107,20060,50,25.0,9.0,1,3,3.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3693,ID3465,0,0,17154,246167,36,25.0,12.0,2,58459,29229.5,0.0,2.0,0.5,0.0,2.0,,2.0,1.0,10,6,0
ACCT3695,ID3467,0,0,10113,5273871,61,126.0,12.0,1,72,72.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3696,ID3468,0,0,10345,621473,50,,12.0,14,309613,22115.214285714286,0.0,1.5,0.42857142857142855,0.5,14.0,9.0,5.0,2.0,15,27,0
ACCT3697,ID3469,0,0,7901,151282,68,,12.0,7,83818,11974.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,5.0,16,20,0
ACCT3699,ID3471,0,0,10567,1333130,58,25.0,12.0,1,423,423.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT37,ID33,0,1,16762,571231,24,25.0,12.0,1,43,43.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,16,41,0
ACCT370,ID345,0,1,16443,125571,48,25.0,12.0,2,941,470.5,0.0,0.5,0.0,0.0,2.0,2.0,,1.0,16,20,0
ACCT3702,ID3474,0,0,18102,1074680,45,126.0,12.0,1,212,212.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3703,ID3475,0,1,18081,3517,33,25.0,12.0,22,397738,18079.0,0.0,3.9545454545454546,0.0,0.36363636363636365,21.0,14.0,8.0,4.0,17,29,1
ACCT3705,ID3477,0,1,15790,65545,36,126.0,12.0,8,396488,49561.0,0.0,4.5,0.5,0.5,8.0,5.0,3.0,,15,27,0
ACCT3706,ID3478,0,0,15537,41118,48,126.0,12.0,1,33,33.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3707,ID3479,0,1,16248,52647,26,25.0,12.0,32,258018,8063.0625,0.0,1.0625,0.0625,0.0625,24.0,26.0,6.0,11.0,17,15,0
ACCT3709,ID3481,1,0,14777,745,42,126.0,12.0,2,2016,1008.0,0.0,5.0,1.0,0.0,2.0,2.0,,,17,30,0
ACCT371,ID346,1,1,16346,371,32,25.0,12.0,2,26305,13152.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,15,12,0
ACCT3710,ID3481,1,0,14777,745,42,126.0,12.0,2,2016,1008.0,0.0,5.0,1.0,0.0,2.0,2.0,,,17,30,0
ACCT3711,ID3482,0,0,10456,157903,77,25.0,12.0,1,576,576.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3712,ID3483,0,0,16853,629671,46,,12.0,1,426,426.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3713,ID3484,0,1,16115,833068,38,126.0,12.0,7,73579,10511.285714285714,0.0,2.142857142857143,0.0,0.0,6.0,6.0,1.0,1.0,18,27,0
ACCT3714,ID3485,0,1,18012,16,29,25.0,12.0,23,10939,475.60869565217394,0.0,0.0,0.0,0.0,23.0,22.0,1.0,,19,15,0
ACCT3717,ID3488,0,1,18142,15810,24,25.0,12.0,1,44,44.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT3718,ID3489,0,0,15114,7351,37,126.0,12.0,62,89202,1438.741935483871,0.0,1.5161290322580645,0.45161290322580644,0.45161290322580644,60.0,51.0,11.0,44.0,16,47,1
ACCT3721,ID3492,0,0,7552,6865932,50,126.0,12.0,12,180337,15028.083333333334,0.0,3.6666666666666665,0.3333333333333333,0.0,9.0,8.0,4.0,1.0,15,15,0
ACCT3722,ID3493,0,0,17176,125916,40,126.0,12.0,2,2518,1259.0,0.0,0.0,0.0,0.0,2.0,,2.0,,10,6,0
ACCT3723,ID3494,0,1,17641,798,25,25.0,12.0,1,10037,10037.0,0.0,2.0,0.0,1.0,1.0,1.0,,,18,27,0
ACCT3724,ID3495,0,1,16349,1174342,45,25.0,12.0,2,43359,21679.5,0.0,1.5,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT3725,ID3496,0,1,16346,1071509,38,126.0,12.0,3,7638,2546.0,0.0,1.0,0.0,0.0,1.0,3.0,,,18,15,0
ACCT3727,ID3498,0,1,17906,28358,47,126.0,12.0,2,56572,28286.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,9,15,0
ACCT3729,ID3500,0,0,16587,41901431,47,126.0,12.0,1,711,711.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3730,ID3500,0,0,16587,41901431,47,126.0,12.0,1,711,711.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3731,ID3501,0,1,17641,3034,31,25.0,12.0,4,17072,4268.0,0.0,1.75,0.0,0.0,4.0,2.0,2.0,,17,24,0
ACCT3733,ID3503,1,0,9085,575722,62,126.0,12.0,2,2370,1185.0,0.0,0.0,0.0,0.0,2.0,,2.0,,10,6,0
ACCT3735,ID3505,0,0,9092,4,51,,12.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3738,ID3508,0,1,18143,25615,28,25.0,12.0,3,5407,1802.3333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,3.0,3.0,,2.0,17,35,0
ACCT3739,ID3509,0,1,16346,36477,33,25.0,12.0,1,7794,7794.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT374,ID349,0,1,16000,24011,32,25.0,12.0,12,56397,4699.75,0.0,2.5,0.0,0.0,7.0,10.0,2.0,,18,15,0
ACCT3740,ID3510,0,1,15352,1218,40,25.0,12.0,2,27123,13561.5,0.0,1.0,0.0,0.5,2.0,1.0,1.0,,16,20,0
ACCT3742,ID3512,0,1,17297,2749,28,25.0,12.0,4,20971,5242.75,0.0,1.5,1.0,0.0,2.0,1.0,3.0,,18,12,0
ACCT3743,ID3513,0,1,17779,6394,29,25.0,12.0,1,150,150.0,0.0,1.0,1.0,0.0,,1.0,,,18,15,0
ACCT3744,ID3514,0,0,10546,14521,67,,12.0,5,13884,2776.8,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,16,6,0
ACCT3745,ID3515,0,1,17642,777,22,25.0,12.0,10,133472,13347.2,0.0,0.5,0.3,0.1,10.0,6.0,4.0,,17,25,0
ACCT3746,ID3516,0,0,18236,25,18,25.0,12.0,6,10714,1785.6666666666667,0.0,0.0,0.0,0.0,6.0,5.0,1.0,,17,30,0
ACCT3747,ID3517,0,1,17778,21272,23,25.0,12.0,16,146773,9173.3125,0.0,1.6875,0.0625,0.0,16.0,9.0,7.0,,18,27,0
ACCT3748,ID3518,0,1,16308,5231,29,25.0,12.0,4,15065,3766.25,0.0,4.75,0.75,0.5,4.0,4.0,,,18,27,0
ACCT3749,ID3519,0,0,14582,720486,37,25.0,12.0,28,1611047,57537.392857142855,0.0,0.0,0.0,0.0,26.0,13.0,15.0,22.0,13,44,0
ACCT375,ID350,0,1,17297,277,29,25.0,12.0,3,16,5.333333333333333,0.0,0.0,0.0,0.0,3.0,,3.0,,17,25,0
ACCT3751,ID3521,0,1,15656,25570,44,25.0,12.0,1,10037,10037.0,0.0,0.0,0.0,0.0,1.0,1.0,,,18,27,0
ACCT3752,ID3522,0,1,15792,3322,36,25.0,12.0,7,43257,6179.571428571428,0.0,1.0,0.5714285714285714,0.0,5.0,3.0,4.0,,17,12,0
ACCT3753,ID3523,0,0,14652,6425,48,25.0,12.0,7,56306,8043.714285714285,0.0,0.0,0.0,0.0,7.0,4.0,3.0,1.0,17,29,0
ACCT3755,ID3525,0,1,15792,70042,37,126.0,12.0,2,3516,1758.0,0.0,1.5,0.5,0.0,2.0,1.0,1.0,,16,20,0
ACCT3756,ID3526,0,1,16115,3931,30,25.0,12.0,3,53731,17910.333333333332,0.0,2.6666666666666665,1.0,0.0,3.0,2.0,1.0,1.0,16,20,0
ACCT3757,ID3527,0,1,15658,3295992,60,126.0,12.0,17,791611,46565.35294117647,0.0,2.2941176470588234,0.6470588235294118,0.35294117647058826,16.0,16.0,1.0,,18,27,0
ACCT3758,ID3528,0,1,17642,8708,25,25.0,12.0,29,84498,2913.7241379310344,0.0,1.1724137931034482,0.2413793103448276,0.0,6.0,26.0,3.0,6.0,19,15,0
ACCT3763,ID3533,0,1,17726,30089,34,126.0,12.0,3,38478,12826.0,0.0,5.333333333333333,0.0,0.6666666666666666,3.0,2.0,1.0,,17,20,0
ACCT3764,ID3534,0,0,16703,1332,25,25.0,12.0,1,32,32.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3765,ID3535,0,1,15792,121697,45,350.0,12.0,9,388433,43159.22222222222,0.0,3.888888888888889,0.1111111111111111,0.0,7.0,7.0,2.0,,18,27,0
ACCT3766,ID3536,0,0,14655,10174,47,25.0,12.0,2,130,65.0,0.0,0.0,0.0,0.0,2.0,,2.0,1.0,10,6,0
ACCT3767,ID3537,0,1,16762,488,30,25.0,12.0,7,15445,2206.4285714285716,0.0,0.42857142857142855,0.0,0.0,7.0,3.0,4.0,2.0,17,25,0
ACCT3768,ID3538,0,1,15352,52022,35,126.0,12.0,2,38471,19235.5,0.0,0.5,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT3769,ID3539,0,0,15485,1656,46,126.0,12.0,1,12,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT377,ID352,1,0,7763,212076,51,25.0,12.0,1,68,68.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3770,ID3540,0,1,16444,267,32,126.0,12.0,3,23916,7972.0,0.0,1.3333333333333333,0.0,0.6666666666666666,3.0,1.0,2.0,2.0,17,25,0
ACCT3772,ID3542,0,0,15838,368648,32,126.0,12.0,23,803798,34947.739130434784,0.0,0.21739130434782608,0.17391304347826086,0.0,20.0,13.0,10.0,3.0,17,29,0
ACCT3773,ID3543,0,1,16346,74050,53,126.0,12.0,74,62395,843.1756756756756,0.0,0.47297297297297297,0.0,0.0,70.0,72.0,2.0,59.0,16,47,0
ACCT3774,ID3544,0,1,15792,187545,51,126.0,12.0,7,139725,19960.714285714286,0.0,0.0,0.2857142857142857,0.0,7.0,5.0,2.0,1.0,17,30,0
ACCT3775,ID3545,0,1,18142,41069,42,126.0,12.0,1,24594,24594.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT3777,ID3547,0,0,17239,1170086,33,25.0,12.0,1,383,383.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3778,ID3548,0,0,17232,116267,24,25.0,12.0,7,99776,14253.714285714286,0.0,4.142857142857143,0.42857142857142855,0.14285714285714285,7.0,5.0,2.0,1.0,15,27,0
ACCT3779,ID3549,0,0,10191,27253,40,126.0,12.0,1,907,907.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,16,41,0
ACCT378,ID353,0,0,18101,11489840,42,,5.0,2,761,380.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,10,6,0
ACCT3780,ID3550,0,1,16525,15658,28,25.0,12.0,2,563,281.5,0.0,0.5,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT3782,ID3552,0,0,7754,1497,74,,12.0,2,20332,10166.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT3783,ID3553,0,1,16000,6004,33,25.0,12.0,17,78413,4612.529411764706,0.0,1.7647058823529411,0.23529411764705882,0.23529411764705882,15.0,13.0,4.0,1.0,17,29,0
ACCT3784,ID3554,0,0,15300,829170,34,126.0,12.0,25,1143493,45739.72,0.0,0.56,0.0,0.0,25.0,11.0,14.0,23.0,13,42,0
ACCT3787,ID3557,0,1,17297,677515,25,126.0,12.0,15,46695,3113.0,0.0,3.6666666666666665,0.8666666666666667,0.4666666666666667,10.0,12.0,3.0,1.0,18,15,0
ACCT3788,ID3558,0,0,15805,1318073,51,126.0,12.0,5,112404,22480.8,0.0,0.2,0.2,0.0,5.0,2.0,3.0,4.0,13,42,0
ACCT3789,ID3559,0,1,15790,100369,30,25.0,12.0,2,14823,7411.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,16,12,0
ACCT379,ID354,0,1,16000,0,27,25.0,12.0,4,9634,2408.5,0.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,17,25,0
ACCT3790,ID3560,0,0,16233,6762210,47,126.0,12.0,1,174,174.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3794,ID3563,0,0,15821,37222855,67,750.0,12.0,1,391,391.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3795,ID3564,0,1,18142,0,36,25.0,12.0,1,1405,1405.0,0.0,4.0,1.0,0.0,,1.0,,,19,15,0
ACCT3796,ID3565,0,1,17780,10012,25,126.0,12.0,6,24384,4064.0,0.0,4.333333333333333,0.0,0.0,4.0,2.0,4.0,2.0,15,12,0
ACCT3797,ID3566,0,0,17206,302807,35,25.0,12.0,6,112834,18805.666666666668,0.0,0.16666666666666666,0.0,0.0,6.0,3.0,3.0,2.0,10,25,0
ACCT3798,ID3567,0,0,7665,1302,51,,12.0,3,1375,458.3333333333333,0.0,0.0,0.0,0.0,3.0,3.0,,,16,43,0
ACCT3799,ID3568,0,0,10130,16896,28,25.0,12.0,2,7044,3522.0,0.0,2.0,0.5,0.0,2.0,1.0,1.0,,16,25,0
ACCT38,ID34,0,1,16762,15687,27,25.0,12.0,3,26525,8841.666666666666,0.0,2.0,0.6666666666666666,0.0,3.0,3.0,,,18,27,0
ACCT3801,ID3570,0,0,4645,75043,62,25.0,12.0,5,47981,9596.2,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,16,29,0
ACCT3803,ID3572,0,0,17155,359864,51,,12.0,5,56525,11305.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,10,44,0
ACCT3804,ID3573,0,0,14917,18248,50,25.0,12.0,13,242073,18621.0,0.0,1.3846153846153846,0.5384615384615384,0.0,12.0,10.0,3.0,1.0,15,27,0
ACCT3805,ID3574,0,0,18221,56164,24,25.0,12.0,13,62082,4775.538461538462,0.0,2.230769230769231,0.0,0.3076923076923077,13.0,10.0,3.0,1.0,15,27,0
ACCT3806,ID3575,0,0,17232,3885464,83,126.0,12.0,1,426,426.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3807,ID3575,0,0,17232,3885464,83,126.0,12.0,1,283,283.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3808,ID3575,0,0,17232,3885464,83,126.0,12.0,1,426,426.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3809,ID3575,0,0,17232,3885464,83,126.0,12.0,1,426,426.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT381,ID356,0,0,9801,947535,44,25.0,12.0,9,64626,7180.666666666667,6.0,0.0,0.0,0.0,9.0,3.0,6.0,1.0,17,25,0
ACCT3810,ID3575,0,0,17232,3885464,83,126.0,12.0,1,283,283.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3811,ID3575,0,0,17232,3885464,83,126.0,12.0,1,283,283.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3812,ID3576,0,0,18087,63,21,25.0,12.0,1,3,3.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3813,ID3577,0,1,17641,1065,25,25.0,12.0,8,183974,22996.75,0.0,3.125,0.875,0.375,6.0,2.0,6.0,,17,12,0
ACCT3814,ID3578,0,1,18234,18,20,25.0,12.0,4,12048,3012.0,0.0,3.5,0.25,0.25,4.0,2.0,2.0,,17,25,0
ACCT3815,ID3579,0,1,17726,4392,30,25.0,12.0,62,45447,733.016129032258,0.0,1.5,0.3387096774193548,0.04838709677419355,57.0,43.0,19.0,35.0,16,47,0
ACCT3816,ID3580,0,0,8250,23279,68,,12.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3817,ID3581,0,1,16660,1357124,33,25.0,12.0,7,279266,39895.142857142855,0.0,0.7142857142857143,0.0,0.0,5.0,5.0,2.0,1.0,18,27,0
ACCT3818,ID3582,0,0,15505,75423,45,25.0,12.0,11,47828,4348.0,0.0,0.8181818181818182,0.36363636363636365,0.0,8.0,4.0,7.0,4.0,11,12,0
ACCT3819,ID3583,1,0,10294,45448,58,,12.0,2,31018,15509.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,10,6,0
ACCT382,ID357,0,1,15792,83,34,25.0,12.0,7,94981,13568.714285714286,0.0,0.5714285714285714,0.0,0.0,7.0,2.0,5.0,,17,25,0
ACCT3821,ID3585,0,1,16443,29326,29,25.0,12.0,2,35485,17742.5,0.0,0.5,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT3823,ID3587,0,1,16000,9116,30,126.0,12.0,16,342719,21419.9375,0.0,1.0,0.0,0.0,8.0,10.0,6.0,3.0,19,15,0
ACCT3824,ID3588,0,0,9234,7164002,62,126.0,12.0,5,111692,22338.4,0.0,0.0,0.0,0.0,5.0,2.0,3.0,,16,6,0
ACCT3826,ID3590,0,1,16660,9088945,32,25.0,12.0,1,489216,489216.0,0.0,0.0,0.0,0.0,1.0,,1.0,,17,25,0
ACCT3827,ID3591,0,1,17779,229391,61,25.0,12.0,2,13174,6587.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,17,12,0
ACCT3828,ID3592,0,0,7414,1843407,70,25.0,12.0,1,470,470.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3829,ID3593,0,1,15792,226057,32,25.0,12.0,15,76069,5071.266666666666,0.0,2.0,0.13333333333333333,0.4666666666666667,15.0,9.0,6.0,2.0,18,27,0
ACCT383,ID358,0,1,15792,4673924,39,126.0,12.0,3,38289,12763.0,0.0,0.3333333333333333,0.0,0.0,2.0,1.0,2.0,,16,12,0
ACCT3830,ID3594,0,1,16346,545,27,25.0,12.0,26,19276,741.3846153846154,0.0,0.5384615384615384,0.0,0.0,26.0,25.0,1.0,,19,15,0
ACCT3832,ID3596,0,1,18012,141284,38,25.0,12.0,2,20074,10037.0,0.0,4.0,0.0,0.5,2.0,,2.0,,19,12,0
ACCT3833,ID3597,0,1,16308,0,34,126.0,12.0,14,22472,1605.142857142857,0.0,1.4285714285714286,0.5714285714285714,0.0,12.0,7.0,7.0,,19,12,0
ACCT3835,ID3599,0,1,18009,190,36,126.0,12.0,1,1513,1513.0,0.0,2.0,0.0,0.0,1.0,,1.0,,17,25,0
ACCT3837,ID3601,0,0,8618,3657109,45,126.0,12.0,9,57358,6373.111111111111,0.0,0.5555555555555556,0.2222222222222222,0.1111111111111111,9.0,8.0,1.0,6.0,16,20,0
ACCT3838,ID3602,0,1,16308,29286,36,126.0,12.0,2,51927,25963.5,0.0,0.0,0.0,0.0,2.0,2.0,,1.0,13,20,0
ACCT384,ID359,0,0,16742,36801,29,25.0,12.0,12,88587,7382.25,0.0,1.5,0.25,0.0,10.0,8.0,4.0,3.0,15,15,0
ACCT3840,ID3604,0,1,18008,889638,70,126.0,12.0,5,161998,32399.6,0.0,0.2,0.0,0.0,5.0,5.0,,2.0,17,29,0
ACCT3842,ID3606,0,0,15967,552,21,25.0,12.0,99,265177,2678.5555555555557,0.0,4.313131313131313,0.7474747474747475,0.0,68.0,66.0,33.0,38.0,15,15,0
ACCT3843,ID3607,0,1,16000,21433,45,350.0,12.0,4,44520,11130.0,0.0,1.0,0.75,0.0,3.0,2.0,2.0,1.0,17,12,0
ACCT3844,ID3608,0,1,15792,38294,29,126.0,12.0,9,476840,52982.22222222222,0.0,4.333333333333333,0.4444444444444444,0.0,7.0,6.0,3.0,2.0,11,15,0
ACCT3845,ID3609,0,1,15792,576301,51,126.0,12.0,10,116197,11619.7,0.0,6.5,0.5,0.2,10.0,4.0,6.0,,17,25,0
ACCT3847,ID3611,0,0,10010,18315,59,,12.0,1,66,66.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT3848,ID3612,0,1,17905,612,29,25.0,12.0,3,34023,11341.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,,17,25,0
ACCT3849,ID3613,0,0,18102,6290364,53,225.0,12.0,1,711,711.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT385,ID360,0,0,15246,9714692,52,25.0,12.0,1,141,141.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3850,ID3614,0,1,16506,1494729,36,126.0,12.0,1,283,283.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3851,ID3615,0,0,18101,3004404,55,,12.0,1,141,141.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT3852,ID3616,0,1,16346,95128,33,25.0,12.0,41,136364,3325.951219512195,0.0,1.4634146341463414,0.0975609756097561,0.21951219512195122,30.0,29.0,12.0,2.0,19,15,0
ACCT3854,ID3618,0,1,16115,1645230,59,126.0,12.0,4,27959,6989.75,0.0,0.0,0.0,0.0,4.0,2.0,2.0,,17,20,0
ACCT3857,ID3620,0,1,17642,59733,34,126.0,12.0,7,341265,48752.142857142855,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,6.0,3.0,4.0,1.0,17,29,0
